energy_eV,eedf
31.835245716615024,4.351109136643434e-08
32.22112043879666,3.219598160825366e-08
32.60931970749747,2.376042603940125e-08
32.99984352271744,1.748914214946594e-08
33.39269188445658,1.2839371215915015e-08
33.787864792714885,9.401359350119258e-09
34.18536224749236,6.8664995440786066e-09
34.58518424878899,5.002896162244655e-09
34.987330796604795,3.6364919805570208e-09
35.39180189093977,2.6370873441334296e-09
35.79859753179391,1.9079737037929163e-09
36.207717719167206,1.3775914441216106e-09
36.61916245305968,9.926870140498034e-10
37.03293173347132,7.140366464172781e-10
37.44902556040212,5.126965511898335e-10
37.86744393385209,3.675004094010431e-10
38.28818685382123,2.6302695519159266e-10
38.711254320309536,1.880036692594919e-10
39.136646333317,1.3422300350915054e-10
39.56436289284364,9.572285585799573e-11
39.99440399888944,6.816753524697594e-11
40.42676965145441,4.84814769499043e-11
40.861459850538544,3.444419918368666e-11
41.298474596141844,2.4432528950917515e-11
41.73781388826431,1.7302195711856906e-11
42.17947772690595,1.2232476923026363e-11
42.62346611206675,8.634081075713782e-12
43.06977904374672,6.084363256573536e-12
43.51841652194585,4.280698678172569e-12
43.96937854666415,3.006889532896588e-12
44.42266511790163,2.108793850688299e-12
44.87827623565826,1.4767312599507477e-12
45.33621189993406,1.0326157492158092e-12
45.79647211072903,7.211472716409481e-13
46.25905686804316,5.030199182691993e-13
46.72396617187646,3.50456134914418e-13
47.19120002222893,2.438833259256944e-13
47.66075841910056,1.6952614126618489e-13
48.13264136249136,1.1770450119797585e-13
48.60684885240133,8.163355834305515e-14
49.08338088883046,5.655452079507897e-14
49.56223747177876,3.9138268001875615e-14
50.04341860124622,2.7060985998411284e-14
50.52692427723285,1.86939365274205e-14
51.01275449973866,1.2897466133465896e-14
51.50090926876362,8.887797841865236e-15
51.99138858430776,6.1174867048727226e-15
52.484192446371054,4.205772635058615e-15
52.979320854953514,2.8881698902919615e-15
53.47677381005515,1.9811082822065984e-15
53.97655131167595,1.3573818040393714e-15
