en_td,energy_eV,eedf
1.0,7.135420059926519,2.7607816362272934e-06
1.0,7.243529406091213,1.3537293654352245e-06
1.0,7.352451604482709,6.411011328252022e-07
1.0,7.462186655101007,2.9297499516740687e-07
1.0,7.572734557946108,1.2905140192311115e-07
1.0,7.684095313018011,5.4730312138482324e-08
1.0,7.7962689203167175,2.2322577801379203e-08
1.0,7.909255379842225,8.752967377463969e-09
1.0,8.023054691594535,3.300291659080622e-09
1.0,8.137666855573645,1.1953481746936436e-09
1.0,8.253091871779558,4.1636492067304393e-10
1.0,8.369329740212276,1.395078455397893e-10
1.0,8.486380460871795,4.4925797349381527e-11
1.0,8.604244033758116,1.3906919506665792e-11
1.0,8.722920458871238,4.136208352309603e-12
1.0,8.842409736211163,1.1825445811027184e-12
1.0,8.96271186577789,3.2722435985810885e-13
1.0,9.08382684757142,8.858316896780025e-14
1.0,9.205754681591753,2.4434946347615037e-14
1.0,9.328495367838887,7.833804630796162e-15
1.0,9.452048906312822,3.651324061313098e-15
1.0,9.576415297013561,2.595146329083776e-15
1.0,9.701594539941102,2.298958935368877e-15
1.0,9.827586635095443,2.122351948741454e-15
1.0,9.954391582476589,1.847493378488262e-15
1.0,10.082009382084538,1.7443393501036908e-15
1.0,10.210440033919287,1.676928729749883e-15
1.0,10.339683537980838,1.6255752155046451e-15
1.0,10.469739894269193,1.5791859569292827e-15
1.0,10.600609102784347,1.5360976433179703e-15
1.0,10.732291163526305,1.4918621945267698e-15
1.0,10.864786076495067,1.4275419004204467e-15
1.0,10.998093841690629,1.0993346758688642e-15
1.0,11.132214459112994,8.174884408962096e-17
1.0,11.267147928762162,-7.15573436328247e-17
1.0,11.40289425063813,-8.682727996159282e-17
1.0,11.539453424740902,-3.122502267614169e-17
1.0,11.676825451070478,-2.6508743209432802e-17
1.0,11.815010329626855,-3.25260652876476e-17
1.0,11.954008060410032,-4.1633363568188925e-17
1.0,12.093818643420011,-2.396086809523373e-17
1.0,12.234442078656794,2.775557571212595e-17
1.0,12.375878366120379,-4.868718264082575e-17
1.0,12.518127505810767,1.4152246349994232e-17
1.0,12.661189497727957,1.2526721605352737e-17
1.0,12.805064341871947,2.775557571212595e-17
1.0,12.949752038242742,-5.416631484635385e-18
1.0,13.095252586840337,1.3877787856062974e-17
1.0,13.241565987664735,0.0
1.0,13.388692240715933,0.0
1.0,13.536631345993937,-6.245004535228452e-17
1.0,13.685383303498742,-6.687622824075555e-17
1.0,13.83494811323035,-6.591949231629913e-17
1.0,13.985325775188759,-2.6888213971122013e-17
1.0,14.136516289373969,1.4183275095331994e-17
1.0,14.288519655785983,-1.3877787856062974e-17
1.0,14.4413358744248,-2.6020852230118078e-18
1.0,14.59496494529042,-1.0408340892047231e-17
1.0,14.749406868382838,1.8041091271517e-17
1.0,14.90466164370206,2.4280009265917262e-17
1.0,15.060729271248086,2.6333034291578138e-17
1.0,15.21760975102091,-2.775557571212595e-17
1.0,15.37530308302054,-6.938893928031487e-18
1.0,15.533809267246973,3.4694469640157435e-18
1.0,15.693128303700208,3.4694469640157435e-18
1.0,15.853260192380244,3.538719913139171e-18
1.0,16.014204933287083,3.515186743326498e-18
1.0,16.175962526420726,3.473296182133829e-18
1.0,16.338532971781163,3.4261093440103725e-18
1.0,16.501916269368408,3.3797501477670028e-18
1.0,16.666112419182454,3.3350861814682665e-18
1.0,16.831121421223305,2.8070215671634934e-17
1.0,16.996943275490956,-6.938893928031487e-18
1.0,17.163577981985405,1.3877787856062974e-17
1.0,17.331025540706662,6.938893928031487e-18
1.0,17.49928595165472,1.1384799316060527e-18
1.0,17.66835921482958,5.868677683719315e-19
1.0,17.83824533023124,5.323240200482446e-19
1.0,18.008944297859706,1.2197274482867848e-18
1.0,18.180456117714975,-4.695950675904122e-18
1.0,18.35278078979705,-1.864200520257342e-18
1.0,18.52591831410592,6.962610850637064e-19
1.0,18.69986869064159,-2.0383847946542692e-17
1.0,18.874631919404067,-5.312054644511369e-19
1.0,19.05020800039334,2.8528069762707577e-18
1.0,19.22659693360942,1.687289636796719e-18
1.0,19.403798719052304,2.6020852230118078e-18
1.0,19.581813356721987,3.4694469640157435e-18
1.0,19.76064084661847,-2.6020852230118078e-18
1.0,19.940281188741764,8.673617410039359e-19
1.0,20.12073438309185,-7.9064639132257805e-19
1.0,20.302000429668748,-6.016955111767705e-19
1.0,20.484079328472447,-5.7868888841164765e-19
1.0,20.666971079502943,-5.7153672391780375e-19
1.0,20.850675682760247,-2.7033972852607332e-17
1.0,21.035193138244345,-2.93521633290684e-17
1.0,21.22052344595525,-2.940170428541011e-17
1.0,21.406666605892955,-3.426078876965547e-17
1.0,21.593622618057463,-3.846137662648994e-17
1.0,21.781391482448775,-2.775557571212595e-17
1.0,21.969973199066885,-4.336808705019679e-19
1.0,22.159367767911803,-3.3246879286192235e-19
1.0,22.34957518898352,5.421010881274599e-20
